信号等级,代码,名称,类型,收盘价,涨跌幅%,量比,K线形态,MACD,背离前价,背离近价,背离前MACD,背离近MACD,背离间距日
B-底背离放量,562320.SH,562320.SH,ETF/基金,1.24,-0.8,1.15,,-0.0146,1.27,1.24,-0.0141,-0.0121,20
B-底背离放量,688459.SH,688459.SH,个股,8.35,-1.18,1.15,,-0.1283,7.93,7.9,-0.2484,-0.2236,9
B-底背离放量,920541.BJ,920541.BJ,个股,9.73,-3.57,1.15,,-0.3832,10.14,9.73,-0.4611,-0.3832,11
B-底背离放量,000999.SZ,000999.SZ,个股,22.48,-3.31,1.14,,-0.5319,23.62,22.16,-0.8043,-0.5063,22
B-底背离放量,516010.SH,516010.SH,ETF/基金,1.09,0.93,1.14,,-0.0324,1.05,1.04,-0.0536,-0.0536,4
B-底背离放量,600273.SH,600273.SH,个股,6.49,-3.13,1.14,,-0.2604,6.94,6.49,-0.3063,-0.2604,12
B-底背离放量,600426.SH,600426.SH,个股,23.71,-4.59,1.14,,-1.8157,26.7,23.71,-2.1244,-1.8157,12
B-底背离放量,688075.SH,688075.SH,个股,29.72,-3.6,1.14,,-1.3427,31.05,29.72,-1.5482,-1.3427,10
B-底背离放量,000401.SZ,000401.SZ,个股,3.6,-1.64,1.13,,-0.1266,3.85,3.6,-0.1852,-0.1266,16
B-底背离放量,000919.SZ,000919.SZ,个股,5.86,-3.93,1.13,,-0.2099,6.09,5.86,-0.291,-0.2099,11
B-底背离放量,159377.SZ,159377.SZ,ETF/基金,0.91,-2.15,1.13,,-0.022,0.88,0.87,-0.0392,-0.0295,13
B-底背离放量,300833.SZ,300833.SZ,个股,30.21,-6.18,1.13,,-1.0573,31.3,30.21,-2.0949,-1.0573,51
B-底背离放量,301015.SZ,301015.SZ,个股,19.03,-3.89,1.13,,-0.7563,19.96,19.03,-0.8134,-0.7563,12
B-底背离放量,301103.SZ,301103.SZ,个股,14.98,-3.1,1.13,,-0.7059,16.1,14.88,-0.7552,-0.7139,10
B-底背离放量,516820.SH,516820.SH,ETF/基金,0.32,-3.03,1.13,,-0.0025,0.31,0.3,-0.0096,-0.009,10
B-底背离放量,563960.SH,563960.SH,ETF/基金,0.94,0.0,1.13,,-0.0087,0.93,0.92,-0.012,-0.0102,10
B-底背离放量,600191.SH,600191.SH,个股,9.14,-1.93,1.13,,-0.416,10.22,9.14,-0.4553,-0.416,18
B-底背离放量,600577.SH,600577.SH,个股,10.88,-7.48,1.13,,-0.5556,11.68,10.79,-0.6012,-0.5261,50
B-底背离放量,600879.SH,600879.SH,个股,21.28,7.53,1.13,,-0.5306,19.2,18.88,-1.005,-0.7378,15
B-底背离放量,688568.SH,688568.SH,个股,42.53,-6.01,1.13,,-3.2722,44.85,42.53,-3.9172,-3.2722,11
B-底背离放量,002107.SZ,002107.SZ,个股,5.67,-2.58,1.12,,-0.2551,5.91,5.6,-0.313,-0.2665,10
B-底背离放量,002262.SZ,002262.SZ,个股,18.75,-3.1,1.12,,-0.4267,18.97,18.23,-0.5332,-0.5041,10
B-底背离放量,301533.SZ,301533.SZ,个股,23.81,0.51,1.12,,-1.4629,25.71,23.5,-1.5129,-1.4517,10
B-底背离放量,605507.SH,605507.SH,个股,14.87,-4.5,1.12,,-0.2714,15.13,14.7,-0.5269,-0.2984,20
B-底背离放量,688316.SH,688316.SH,个股,54.3,6.62,1.12,,-3.6606,55.54,50.93,-4.476,-3.7031,10
B-底背离放量,688553.SH,688553.SH,个股,10.56,-0.47,1.12,,-0.4845,10.57,9.86,-0.6736,-0.5284,10
B-底背离放量,002173.SZ,002173.SZ,个股,16.37,-4.16,1.11,,-1.1555,16.97,16.14,-1.9144,-1.2027,10
B-底背离放量,002497.SZ,002497.SZ,个股,20.43,4.55,1.11,,-0.9848,20.44,19.54,-1.5037,-0.9499,14
B-底背离放量,002672.SZ,002672.SZ,个股,3.26,-7.65,1.11,,-0.108,3.53,3.26,-0.1777,-0.108,14
B-底背离放量,300555.SZ,300555.SZ,个股,13.12,-4.65,1.11,,-0.1748,12.35,11.71,-0.5362,-0.4223,53
B-底背离放量,516060.SH,516060.SH,ETF/基金,0.56,0.0,1.11,,0.0025,0.49,0.49,-0.0182,-0.0151,7
B-底背离放量,600664.SH,600664.SH,个股,2.99,-2.92,1.11,,-0.1106,3.09,2.93,-0.1485,-0.118,10
B-底背离放量,688618.SH,688618.SH,个股,30.81,7.39,1.11,,-1.6718,31.07,28.69,-2.0389,-1.6787,10
B-底背离放量,002675.SZ,002675.SZ,个股,12.24,-3.77,1.1,,-0.1265,12.49,12.24,-0.1951,-0.1265,57
B-底背离放量,159828.SZ,159828.SZ,ETF/基金,0.38,-2.56,1.1,,-0.0044,0.36,0.36,-0.0123,-0.0119,6
B-底背离放量,301061.SZ,301061.SZ,个股,35.56,-1.66,1.1,,-3.1742,40.3,35.56,-3.2388,-3.1742,11
B-底背离放量,603337.SH,603337.SH,个股,36.24,-1.92,1.1,,-0.6466,36.99,36.24,-0.7576,-0.6466,41
B-底背离放量,603505.SH,603505.SH,个股,20.47,5.68,1.1,,0.1132,17.38,17.06,-0.6795,-0.3861,43
B-底背离放量,688076.SH,688076.SH,个股,26.65,-2.84,1.1,,-0.7903,28.07,26.65,-1.499,-0.7903,57
B-底背离放量,920566.BJ,920566.BJ,个股,9.42,-3.29,1.1,,-0.2108,9.65,9.42,-0.2323,-0.2108,11
B-底背离放量,159616.SZ,159616.SZ,ETF/基金,0.75,-1.32,1.09,,-0.0222,0.76,0.75,-0.0331,-0.0267,8
B-底背离放量,300749.SZ,300749.SZ,个股,22.32,-1.02,1.09,,-0.6616,21.0,20.98,-1.1481,-1.0273,6
B-底背离放量,300923.SZ,300923.SZ,个股,22.27,5.2,1.09,,-0.915,22.38,21.17,-1.2361,-0.9695,16
B-底背离放量,513930.SH,513930.SH,ETF/基金,0.86,-3.37,1.09,,-0.0182,0.81,0.81,-0.0421,-0.0402,5
B-底背离放量,563230.SH,563230.SH,ETF/基金,1.4,4.48,1.09,,-0.0228,1.32,1.31,-0.0458,-0.0346,7
B-底背离放量,563530.SH,563530.SH,ETF/基金,1.4,4.48,1.09,,-0.0214,1.32,1.31,-0.0457,-0.0336,7
B-底背离放量,601089.SH,601089.SH,个股,16.33,-2.27,1.09,,-0.6457,16.39,15.64,-0.9876,-0.755,8
B-底背离放量,603122.SH,603122.SH,个股,10.97,-2.14,1.09,,-0.6946,11.9,10.8,-0.8823,-0.6806,10
B-底背离放量,688051.SH,688051.SH,个股,22.81,-3.76,1.09,,-3.2459,26.7,22.81,-3.4321,-3.2459,12
B-底背离放量,002906.SZ,002906.SZ,个股,27.28,-6.54,1.08,,-0.8279,26.54,25.03,-1.2054,-1.1496,51
B-底背离放量,300190.SZ,300190.SZ,个股,4.15,6.14,1.08,,-0.0559,3.92,3.86,-0.1418,-0.0574,55
B-底背离放量,300470.SZ,300470.SZ,个股,29.26,-3.11,1.08,,-0.7787,30.4,29.26,-0.9527,-0.7787,11
B-底背离放量,300534.SZ,300534.SZ,个股,7.05,-2.62,1.08,,-0.3412,7.46,6.95,-0.4094,-0.3491,10
B-底背离放量,300766.SZ,300766.SZ,个股,23.95,-0.54,1.08,,-1.5657,24.05,22.63,-2.4007,-2.3003,5
B-底背离放量,300921.SZ,300921.SZ,个股,22.64,1.71,1.08,,0.4549,17.07,16.85,-0.6693,-0.5762,44
B-底背离放量,301083.SZ,301083.SZ,个股,13.16,0.0,1.08,,-0.7595,13.99,13.15,-0.8119,-0.7521,10
B-底背离放量,301665.SZ,301665.SZ,个股,20.94,-1.87,1.08,,-0.747,21.73,20.94,-1.1685,-0.747,15
B-底背离放量,512620.SH,512620.SH,ETF/基金,0.8,-1.23,1.08,,-0.0333,0.84,0.79,-0.0374,-0.0349,12
B-底背离放量,516500.SH,516500.SH,ETF/基金,0.58,-1.69,1.08,,-0.0018,0.53,0.53,-0.0193,-0.0175,7
B-底背离放量,516560.SH,516560.SH,ETF/基金,0.69,-1.43,1.08,,-0.0179,0.71,0.68,-0.0203,-0.019,13
B-底背离放量,563320.SH,563320.SH,ETF/基金,0.94,4.44,1.08,,-0.0337,0.94,0.9,-0.0417,-0.0367,11
B-底背离放量,603697.SH,603697.SH,个股,9.58,-7.26,1.08,,-0.1533,9.59,9.58,-0.534,-0.1533,56
B-底背离放量,603858.SH,603858.SH,个股,14.62,-3.88,1.08,,-0.1779,14.48,14.37,-0.3848,-0.1817,10
B-底背离放量,688660.SH,688660.SH,个股,8.62,1.17,1.08,,-0.6639,9.15,8.51,-0.785,-0.6665,10
B-底背离放量,920992.BJ,920992.BJ,个股,12.36,-2.29,1.08,,-0.4802,12.69,12.34,-0.5959,-0.5396,5
B-底背离放量,000526.SZ,000526.SZ,个股,25.41,-0.94,1.07,,-1.4058,25.84,24.6,-1.9204,-1.4801,10
B-底背离放量,002554.SZ,002554.SZ,个股,3.1,0.65,1.07,,-0.0523,3.1,3.02,-0.1116,-0.0498,21
B-底背离放量,513700.SH,513700.SH,ETF/基金,0.53,-1.85,1.07,,-0.0113,0.5,0.5,-0.0257,-0.0236,3
B-底背离放量,600346.SH,600346.SH,个股,18.4,7.6,1.07,,-0.6301,16.73,16.29,-1.3304,-1.3019,5
B-底背离放量,601966.SH,601966.SH,个股,10.85,-0.55,1.07,,-0.4593,11.86,10.85,-0.4963,-0.4593,16
B-底背离放量,688117.SH,688117.SH,个股,23.18,-2.28,1.07,,-0.5163,22.73,21.44,-1.3816,-1.014,50
B-底背离放量,920159.BJ,920159.BJ,个股,30.81,1.08,1.07,,-1.7093,32.99,30.48,-1.8137,-1.7045,14
B-底背离放量,002044.SZ,002044.SZ,个股,5.51,-1.61,1.06,,-0.1209,5.18,4.86,-0.2039,-0.1943,31
B-底背离放量,002393.SZ,002393.SZ,个股,14.11,-2.49,1.06,,-0.3501,14.0,13.85,-0.7263,-0.3977,10
B-底背离放量,002676.SZ,002676.SZ,个股,4.97,2.47,1.06,,-0.3191,5.28,4.73,-0.3809,-0.3262,13
B-底背离放量,920819.BJ,920819.BJ,个股,2.69,-3.24,1.06,,-0.1326,2.93,2.69,-0.1448,-0.1326,17
B-底背离放量,300660.SZ,300660.SZ,个股,28.28,-7.25,1.05,,-1.2731,31.12,28.28,-1.8087,-1.2731,50
B-底背离放量,603183.SH,603183.SH,个股,3.53,-0.84,1.05,,-0.2044,3.76,3.53,-0.2171,-0.2044,12
B-底背离放量,603288.SH,603288.SH,个股,33.14,-2.76,1.05,,-0.519,33.0,32.44,-1.1078,-0.8114,10
B-底背离放量,688177.SH,688177.SH,个股,16.79,-3.28,1.05,,-0.6739,16.65,16.1,-1.0521,-0.7994,12
B-底背离放量,000661.SZ,000661.SZ,个股,66.66,-1.61,1.04,,-3.0212,64.32,62.8,-5.0467,-3.761,10
B-底背离放量,000708.SZ,000708.SZ,个股,12.6,-2.85,1.04,,-0.3808,13.29,12.6,-0.4357,-0.3808,15
B-底背离放量,002278.SZ,002278.SZ,个股,7.52,-1.44,1.04,,-0.5337,8.4,7.52,-0.5553,-0.5337,12
B-底背离放量,300452.SZ,300452.SZ,个股,11.63,-2.51,1.04,,-0.2921,11.81,11.4,-0.4732,-0.3091,13
B-底背离放量,600372.SH,600372.SH,个股,10.86,2.94,1.04,,-0.3027,10.73,10.55,-0.5499,-0.3234,12
B-底背离放量,603402.SH,603402.SH,个股,59.36,-1.02,1.04,,-4.6924,68.98,59.36,-5.9588,-4.6924,17
B-底背离放量,920195.BJ,920195.BJ,个股,12.47,-2.58,1.04,,-0.8364,13.75,12.47,-1.1717,-0.8364,15
B-底背离放量,000799.SZ,000799.SZ,个股,41.65,5.82,1.03,,-0.9864,39.92,37.69,-0.7272,-0.617,14
B-底背离放量,002493.SZ,002493.SZ,个股,10.74,-4.87,1.03,,-0.1361,10.75,10.74,-0.3649,-0.1361,12
B-底背离放量,002524.SZ,002524.SZ,个股,3.32,-1.19,1.03,,-0.1676,3.51,3.32,-0.1699,-0.1676,10
B-底背离放量,002562.SZ,002562.SZ,个股,4.35,-1.14,1.03,,-0.2334,4.72,4.35,-0.2571,-0.2334,15
B-底背离放量,159275.SZ,159275.SZ,ETF/基金,0.75,-1.32,1.03,,-0.0341,0.79,0.74,-0.0364,-0.0355,11
B-底背离放量,159557.SZ,159557.SZ,ETF/基金,1.22,-3.17,1.03,,-0.0316,1.17,1.16,-0.0636,-0.0588,6
B-底背离放量,159615.SZ,159615.SZ,ETF/基金,0.93,-3.12,1.03,,-0.0209,0.88,0.87,-0.0475,-0.0459,6
B-底背离放量,600481.SH,600481.SH,个股,4.98,2.05,1.03,,-0.3429,4.8,4.37,-0.4752,-0.4565,11
B-底背离放量,603590.SH,603590.SH,个股,28.82,-3.93,1.03,,-1.3769,29.43,28.13,-1.8106,-1.5329,11
B-底背离放量,000513.SZ,000513.SZ,个股,28.97,-3.05,1.02,,-0.2139,28.45,28.43,-0.6214,-0.2476,13
B-底背离放量,000710.SZ,000710.SZ,个股,7.45,-2.49,1.02,,-0.4722,7.93,7.37,-0.5614,-0.4841,10
B-底背离放量,002298.SZ,002298.SZ,个股,7.63,2.69,1.02,,-0.6007,7.89,7.4,-0.6782,-0.6053,10
B-底背离放量,002765.SZ,002765.SZ,个股,6.96,0.43,1.02,,-0.4867,7.59,6.93,-0.5103,-0.4743,11
B-底背离放量,159825.SZ,159825.SZ,ETF/基金,0.66,-1.49,1.02,,-0.0271,0.69,0.65,-0.0319,-0.0293,12
B-底背离放量,300119.SZ,300119.SZ,个股,14.4,-3.1,1.02,,-0.5182,15.08,14.38,-0.5507,-0.5014,10
B-底背离放量,300551.SZ,300551.SZ,个股,9.82,1.76,1.02,,-0.7566,10.13,9.65,-1.0536,-0.7463,11
B-底背离放量,513200.SH,513200.SH,ETF/基金,0.89,-2.2,1.02,,-0.0193,0.84,0.83,-0.0425,-0.0412,7
B-底背离放量,600067.SH,600067.SH,个股,3.41,0.59,1.02,,0.0056,2.99,2.87,-0.1931,-0.1889,4
B-底背离放量,600351.SH,600351.SH,个股,5.75,-3.2,1.02,,-0.1184,5.94,5.7,-0.1283,-0.1113,13
B-底背离放量,601058.SH,601058.SH,个股,11.54,-3.19,1.02,,-0.2946,12.17,11.5,-0.2644,-0.2585,10
B-底背离放量,603535.SH,603535.SH,个股,6.01,-1.31,1.02,,-0.4061,6.57,6.01,-0.4111,-0.4061,12
B-底背离放量,603556.SH,603556.SH,个股,22.82,-1.3,1.02,,-1.6136,24.44,22.82,-1.64,-1.6136,10
B-底背离放量,605050.SH,605050.SH,个股,9.98,-2.25,1.02,,-0.5184,10.65,9.98,-0.5285,-0.5184,11
B-底背离放量,688176.SH,688176.SH,个股,9.82,-3.54,1.02,,-0.6306,10.26,9.82,-0.6994,-0.6306,11
B-底背离放量,920163.BJ,920163.BJ,个股,9.72,-1.42,1.02,,-0.4917,10.3,9.72,-0.5393,-0.4917,11
B-底背离放量,002391.SZ,002391.SZ,个股,4.86,-1.82,1.01,,-0.1958,5.16,4.86,-0.2317,-0.1958,12
B-底背离放量,002612.SZ,002612.SZ,个股,11.2,-2.86,1.01,,-0.715,11.86,11.2,-0.8583,-0.715,12
B-底背离放量,520690.SH,520690.SH,个股,0.64,-3.03,1.01,,-0.0234,0.62,0.61,-0.0412,-0.0304,13
B-底背离放量,600258.SH,600258.SH,个股,11.58,-3.02,1.01,,-0.4574,12.4,11.58,-0.5832,-0.4574,16
B-底背离放量,600380.SH,600380.SH,个股,9.4,-3.59,1.01,,-0.2103,9.65,9.29,-0.2622,-0.2192,13
B-底背离放量,600645.SH,600645.SH,个股,17.63,-3.92,1.01,,-1.4404,19.45,17.63,-1.8283,-1.4404,11
B-底背离放量,603659.SH,603659.SH,个股,29.02,5.57,1.01,,-0.7852,26.95,26.4,-1.4039,-0.8471,13
B-底背离放量,603885.SH,603885.SH,个股,10.42,-4.05,1.01,,-0.1222,10.51,10.01,-0.2674,-0.2416,15
B-底背离放量,688161.SH,688161.SH,个股,20.99,-2.05,1.01,,-1.4569,21.83,20.17,-1.6644,-1.5875,10
B-底背离放量,688302.SH,688302.SH,个股,35.07,0.06,1.01,,-1.6157,33.41,33.06,-2.4078,-1.8827,10
B-底背离放量,920101.BJ,920101.BJ,个股,20.06,-2.1,1.01,,-0.8064,20.47,20.06,-1.0831,-0.8064,11
B-底背离放量,159635.SZ,159635.SZ,ETF/基金,0.97,-2.02,1.0,,-0.0197,0.99,0.97,-0.0235,-0.0197,12
B-底背离放量,159639.SZ,159639.SZ,ETF/基金,1.02,0.0,1.0,,-0.0107,1.0,1.0,-0.0144,-0.0098,13
B-底背离放量,300143.SZ,300143.SZ,个股,6.73,-2.04,1.0,,-0.357,6.83,6.57,-0.4413,-0.3762,10
B-底背离放量,300639.SZ,300639.SZ,个股,4.97,-1.58,1.0,,-0.2496,5.16,4.88,-0.311,-0.2462,10
B-底背离放量,601799.SH,601799.SH,个股,110.84,-2.82,1.0,,-4.4145,117.8,110.84,-4.9957,-4.4145,50
B-底背离放量,603639.SH,603639.SH,个股,9.91,-2.27,1.0,,-0.4147,10.8,9.91,-0.4488,-0.4147,13
B-底背离放量,688185.SH,688185.SH,个股,51.02,-0.78,1.0,,-2.4051,49.41,47.9,-3.8955,-2.9036,10
B-底背离放量,688696.SH,688696.SH,个股,64.67,1.71,1.0,,-4.5514,68.62,62.2,-4.9399,-4.7547,10
C-形态放量,159563.SZ,159563.SZ,ETF/基金,2.15,3.37,4.11,看涨吞没,0.0287,,,,,
C-形态放量,001296.SZ,001296.SZ,个股,21.88,6.42,3.9,三外部上涨,-0.6026,,,,,
C-形态放量,517000.SH,517000.SH,ETF/基金,1.01,0.0,3.48,蜻蜓十字,-0.0057,,,,,
C-形态放量,002212.SZ,002212.SZ,个股,5.95,6.63,3.17,早晨之星,-0.328,,,,,
C-形态放量,688026.SH,688026.SH,个股,16.17,7.09,3.17,三外部上涨,-0.259,,,,,
C-形态放量,600129.SH,600129.SH,个股,13.55,3.83,3.03,三外部上涨,-0.4846,,,,,
C-形态放量,159642.SZ,159642.SZ,ETF/基金,1.01,1.0,2.69,蜻蜓十字,-0.0098,,,,,
C-形态放量,603380.SH,603380.SH,个股,43.67,6.43,2.66,三外部上涨,0.6407,,,,,
C-形态放量,301393.SZ,301393.SZ,个股,64.83,2.74,2.64,三外部上涨,0.9628,,,,,
C-形态放量,159311.SZ,159311.SZ,ETF/基金,1.93,2.66,2.51,三外部上涨,0.0949,,,,,
C-形态放量,300329.SZ,300329.SZ,个股,12.52,3.47,2.51,三外部上涨,-0.3665,,,,,
C-形态放量,516890.SH,516890.SH,ETF/基金,1.0,2.04,2.44,三外部上涨,0.0359,,,,,
C-形态放量,159786.SZ,159786.SZ,ETF/基金,1.49,7.19,2.33,看涨吞没,0.0441,,,,,
C-形态放量,159191.SZ,159191.SZ,ETF/基金,0.85,1.19,2.31,三外部上涨,-0.033,,,,,
C-形态放量,301509.SZ,301509.SZ,个股,30.35,3.65,2.12,三外部上涨,-0.6871,,,,,
C-形态放量,159375.SZ,159375.SZ,ETF/基金,0.93,3.33,2.06,看涨吞没,0.0226,,,,,
C-形态放量,300846.SZ,300846.SZ,个股,24.57,7.67,2.01,三外部上涨,-1.471,,,,,
C-形态放量,159229.SZ,159229.SZ,ETF/基金,1.11,0.0,2.0,蜻蜓十字,-0.0368,,,,,
C-形态放量,603072.SH,603072.SH,个股,40.68,2.08,2.0,三外部上涨,0.5484,,,,,
C-形态放量,000915.SZ,000915.SZ,个股,28.31,0.0,1.95,蜻蜓十字,-0.0532,,,,,
C-形态放量,600568.SH,600568.SH,个股,2.36,4.89,1.95,蜻蜓十字,-0.1089,,,,,
C-形态放量,603429.SH,603429.SH,个股,10.87,5.02,1.95,蜻蜓十字,0.1873,,,,,
C-形态放量,603669.SH,603669.SH,个股,5.73,4.95,1.93,看涨吞没,0.3298,,,,,
C-形态放量,159712.SZ,159712.SZ,ETF/基金,1.12,-0.88,1.9,锤子线,-0.0296,,,,,
C-形态放量,600284.SH,600284.SH,个股,5.51,5.35,1.9,三内部上涨,-0.4245,,,,,
C-形态放量,300506.SZ,300506.SZ,个股,6.55,8.8,1.89,看涨吞没,0.3352,,,,,
C-形态放量,002338.SZ,002338.SZ,个股,57.22,7.94,1.86,三外部上涨,-0.8739,,,,,
C-形态放量,601117.SH,601117.SH,个股,8.4,3.96,1.84,看涨吞没,-0.0461,,,,,
C-形态放量,600517.SH,600517.SH,个股,5.04,-3.82,1.83,锤子线,-0.2123,,,,,
C-形态放量,600770.SH,600770.SH,个股,6.91,3.44,1.79,看涨吞没,0.0379,,,,,
C-形态放量,688093.SH,688093.SH,个股,36.8,6.39,1.79,看涨吞没,0.8845,,,,,
C-形态放量,002514.SZ,002514.SZ,个股,2.25,5.14,1.78,看涨吞没,-0.4797,,,,,
C-形态放量,159367.SZ,159367.SZ,ETF/基金,2.2,3.77,1.78,早晨之星,0.0528,,,,,
C-形态放量,589550.SH,589550.SH,ETF/基金,1.49,3.47,1.75,三外部上涨,0.0273,,,,,
C-形态放量,561780.SH,561780.SH,ETF/基金,1.76,2.33,1.74,早晨之星,0.0199,,,,,
C-形态放量,600192.SH,600192.SH,个股,7.75,-0.26,1.74,锤子线,-0.1579,,,,,
C-形态放量,512180.SH,512180.SH,ETF/基金,1.83,1.67,1.72,蜻蜓十字,0.0146,,,,,
C-形态放量,589880.SH,589880.SH,ETF/基金,2.01,4.15,1.72,三外部上涨,0.0847,,,,,
C-形态放量,159636.SZ,159636.SZ,ETF/基金,0.48,0.0,1.69,蜻蜓十字,-0.02,,,,,
C-形态放量,603270.SH,603270.SH,个股,33.44,4.5,1.69,看涨吞没,0.8305,,,,,
C-形态放量,002983.SZ,002983.SZ,个股,27.49,5.29,1.67,看涨吞没,0.5247,,,,,
C-形态放量,002365.SZ,002365.SZ,个股,10.95,2.62,1.65,早晨之星,-0.5139,,,,,
C-形态放量,301119.SZ,301119.SZ,个股,24.33,5.55,1.64,三外部上涨,-0.8441,,,,,
C-形态放量,300386.SZ,300386.SZ,个股,11.72,0.34,1.63,看涨孕线,-0.2895,,,,,
C-形态放量,002203.SZ,002203.SZ,个股,25.95,1.68,1.62,三外部上涨,1.4424,,,,,
C-形态放量,603456.SH,603456.SH,个股,13.65,0.52,1.62,三外部上涨,0.0259,,,,,
C-形态放量,600877.SH,600877.SH,个股,17.1,6.81,1.61,看涨吞没,0.2691,,,,,
C-形态放量,603901.SH,603901.SH,个股,10.9,7.5,1.61,三外部上涨,-0.3873,,,,,
C-形态放量,300708.SZ,300708.SZ,个股,8.57,7.26,1.6,看涨吞没,-0.2578,,,,,
C-形态放量,000546.SZ,000546.SZ,个股,5.57,7.53,1.59,看涨吞没,-0.2789,,,,,
C-形态放量,589380.SH,589380.SH,ETF/基金,1.87,5.06,1.59,三外部上涨,0.0416,,,,,
C-形态放量,600096.SH,600096.SH,个股,32.28,9.16,1.58,看涨吞没,-0.4413,,,,,
C-形态放量,515000.SH,515000.SH,ETF/基金,1.71,2.4,1.56,三外部上涨,0.0961,,,,,
C-形态放量,605167.SH,605167.SH,个股,16.25,7.9,1.56,看涨吞没,-0.1943,,,,,
C-形态放量,688135.SH,688135.SH,个股,41.76,3.24,1.55,三外部上涨,0.9727,,,,,
C-形态放量,560660.SH,560660.SH,ETF/基金,1.18,6.31,1.54,看涨吞没,-0.0036,,,,,
C-形态放量,603281.SH,603281.SH,个股,40.29,-3.84,1.54,锤子线,1.4426,,,,,
C-形态放量,159369.SZ,159369.SZ,ETF/基金,1.78,2.89,1.53,看涨吞没,0.0433,,,,,
C-形态放量,920675.BJ,920675.BJ,个股,8.34,4.77,1.53,看涨吞没,-0.3678,,,,,
C-形态放量,688188.SH,688188.SH,个股,106.57,6.62,1.52,早晨之星,-14.4165,,,,,
C-形态放量,600906.SH,600906.SH,个股,7.64,5.09,1.51,看涨吞没,0.238,,,,,
C-形态放量,688798.SH,688798.SH,个股,73.27,9.85,1.51,早晨之星,-0.3755,,,,,
C-形态放量,601112.SH,601112.SH,个股,18.2,6.37,1.5,看涨吞没,-0.2717,,,,,
